1 0.125391 34544.491957
2 0.647366 78385.095931
3 0.649681 77094.934046
4 0.593658 72241.023831
5 0.498710 63967.078530
6 0.408116 55320.209249
7 0.326783 47560.521112
8 0.280815 42743.700611
9 0.272719 41015.028772
10 0.271839 40115.805380
11 0.270511 39291.136021
12 0.256822 37570.668063
13 0.237283 35269.603434
14 0.216000 32740.438544
15 0.195715 30431.314638
16 0.177443 28364.333757
17 0.167398 27061.100448
18 0.162515 26315.445169
19 0.167441 26144.442341
20 0.164151 25570.289912
21 0.156523 24662.012765
22 0.151680 23903.425456
23 0.147474 23179.136221
24 0.138209 22190.005297
25 0.134097 21515.033495
26 0.129062 20872.154164
27 0.125530 20297.890822
28 0.121596 19788.238917
29 0.119771 19416.195214
30 0.116451 18986.914482
31 0.113802 18641.059577
32 0.114144 18457.862353
33 0.112638 18218.720240
34 0.112331 17973.372577
35 0.107979 17488.607314
36 0.104720 17042.114152
37 0.103033 16692.438934
38 0.100368 16291.710457
39 0.097209 15842.505371
40 0.093615 15411.164268
41 0.090960 15031.215599
42 0.088870 14780.083054
43 0.088334 14600.537946
44 0.085561 14358.533681
45 0.086203 14284.615742
46 0.086083 14189.264408
47 0.084521 14003.976019
48 0.083771 13870.669849
49 0.084406 13830.805009
50 0.084021 13721.349198
51 0.081520 13463.346003
52 0.081381 13351.260814
53 0.080150 13151.907420
54 0.079297 12980.973428
55 0.078714 12825.902323
56 0.075367 12514.992689
57 0.074159 12337.243203
58 0.075121 12304.375752
59 0.073223 12104.763295
60 0.072681 11939.247318
61 0.071308 11734.347070
62 0.069409 11520.473517
63 0.067182 11311.205849
64 0.067555 11253.391635
65 0.066978 11170.103102
66 0.066678 11099.493121
67 0.068372 11105.328600
68 0.067021 10897.481190
69 0.063521 10565.847268
70 0.061630 10330.582950
71 0.061734 10231.819366
72 0.059368 10001.672341
73 0.058313 9854.900913
74 0.058603 9795.372149
75 0.057727 9679.654287
76 0.056953 9545.049209
77 0.055418 9380.295017
78 0.054835 9242.419783
79 0.053668 9108.278613
80 0.053654 8987.067950
81 0.051981 8785.786730
82 0.049955 8563.254964
83 0.048419 8386.525253
84 0.048239 8315.646785
85 0.047823 8250.297441
86 0.047202 8221.954387
87 0.049699 8319.223990
88 0.049279 8273.910934
89 0.047955 8131.552872
90 0.048473 8084.409326
91 0.045984 7852.857279
92 0.045474 7743.036239
93 0.044092 7585.561512
94 0.043902 7527.372079
95 0.043227 7432.862887
96 0.042677 7373.884286
97 0.042581 7331.223504
98 0.043563 7339.371168
99 0.041353 7164.270148
100 0.041542 7095.142965
101 0.039368 6897.590417
102 0.038896 6813.577087
103 0.038824 6761.018780
104 0.039605 6755.013731
105 0.037927 6625.524900
106 0.037211 6520.675905
107 0.036802 6443.315871
108 0.035948 6337.432638
109 0.035348 6254.651296
110 0.035000 6200.422009
111 0.035138 6171.700766
112 0.034978 6136.676036
113 0.034818 6102.415844
114 0.034577 6064.244905
115 0.034320 6019.346637
116 0.033479 5939.691084
117 0.033256 5898.751758
118 0.033597 5882.853493
119 0.032596 5787.171894
120 0.032779 5757.208105
121 0.031521 5654.537652
122 0.031940 5647.623539
123 0.031885 5597.671807
124 0.030769 5490.777807
125 0.030633 5417.649839
126 0.029769 5318.291872
127 0.029339 5244.774925
128 0.028202 5138.383992
129 0.028202 5112.790727
130 0.028663 5102.239982
131 0.028430 5041.515549
132 0.026535 4896.168643
133 0.026627 4868.902412
134 0.026397 4836.590492
135 0.025950 4794.100247
136 0.026070 4771.970418
137 0.025665 4727.653447
138 0.025559 4705.085807
139 0.025725 4688.439066
140 0.025430 4636.694197
141 0.025482 4595.902952
142 0.024114 4487.354984
143 0.023846 4435.703981
144 0.024290 4428.192596
145 0.023137 4339.280841
146 0.023307 4326.366695
147 0.023623 4316.016025
148 0.023234 4277.205797
149 0.023236 4253.553904
150 0.023069 4211.649749
151 0.022648 4160.379244
152 0.022111 4104.414507
153 0.021672 4051.400138
154 0.022002 4040.930703
155 0.021556 3990.329484
156 0.020932 3930.602821
157 0.020878 3915.008874
158 0.020598 3875.591415
159 0.020393 3845.450125
160 0.019843 3802.581956
161 0.019640 3792.339270
162 0.020887 3852.868401
163 0.021005 3849.228788
164 0.019555 3740.357064
165 0.019775 3712.947841
166 0.0
