19.000483	2.585645	0.61481	2.454665
19.001676	11.500167	0.850138	1.593165
19.003282	5.232767	0.67049	0.406672
19.005302	15.932074	1.190569	-0.374825
19.005986	8.971626	-0.169721	-0.448185
19.00604	12.942733	1.181333	0.408396
19.012668	11.033685	-0.523473	0.884874
19.017137	19.748406	0.089244	-0.417492
19.019128	18.617811	1.515016	0.223449
19.021308	7.322937	-0.137027	0.005932
19.024013	4.467655	1.674539	-0.018288
19.026772	13.17498	-1.117148	-0.239547
19.028292	18.481433	-1.06765	0.678524
19.037933	13.893034	0.404572	2.450597
19.038401	16.972421	0.35176	-0.076301
19.038945	4.106163	-0.414054	1.91933
19.039881	15.034441	0.16513	-0.001158
19.041523	19.080991	-0.487709	-0.011195
19.042033	1.121131	2.29654	1.178727
19.042314	5.33407	2.242129	-1.368054
19.043682	17.314757	1.343552	0.807026
19.044104	12.46878	-1.295674	-1.636622
19.047118	14.938097	0.597384	0.387352
19.050053	11.317444	0.96363	-1.082532
19.051708	16.051358	0.278591	2.572744
19.053547	16.251518	1.099371	0.958716
19.06015	4.544583	0.256655	1.66229
19.061011	19.464189	1.078262	0.014162
19.061073	2.019188	0.379244	-1.027708
19.061458	3.916704	0.552765	0.50354
19.06275	11.122152	-0.740404	-1.339425
19.06801	2.011984	0.529795	-0.123223
19.076582	19.379978	-0.987786	1.167566
19.078803	2.726156	1.122131	0.297097
19.080737	9.156901	0.569749	0.252652
19.082515	11.056777	-1.234818	-0.551696
19.08373	12.669126	0.325443	0.544668
19.084618	18.103452	1.782714	-0.282942
19.096605	1.294076	2.501413	1.209259
19.107474	3.498749	0.545405	-1.61645
19.108275	3.919901	1.457117	-0.37229
19.11119	13.769453	1.79472	0.155787
19.119041	14.897513	2.665929	0.736055
19.120005	18.124238	0.462477	0.366607
19.120326	17.935082	1.8065	-0.372555
19.121859	4.645633	0.732304	1.042559
19.126542	18.033305	2.545759	0.925673
19.127386	16.545613	-0.661501	-0.567857
19.127644	4.646663	-0.345413	-0.551424
19.131207	11.371316	0.097197	-0.077275
19.131551	3.861834	0.194976	1.454611
19.134791	18.603767	-0.235734	1.088059
19.137156	2.345112	2.67367	-0.097598
19.137806	14.363673	0.849284	1.219078
19.139442	11.172906	0.88128	0.190606
19.140811	0.603621	-0.488027	-0.060081
19.141271	19.274065	1.096199	0.070809
19.142138	11.687847	0.531043	0.221863
19.149833	5.197183	-0.188545	-0.445927
19.152449	0.013575	-0.868481	0.290263
19.154481	14.070646	-0.685302	-0.457991
19.160188	19.264002	0.644221	0.434556
19.163549	6.403382	1.448721	-1.076346
19.166255	7.707811	1.199732	2.148793
19.167947	8.7153	1.166013	1.220904
19.168099	15.768934	2.402401	2.27122
19.169441	4.060392	0.302691	1.459784
19.176438	7.125043	1.433819	1.156998
19.176928	9.751729	2.890452	1.325839
19.177678	1.084885	-0.201248	2.000474
19.177862	5.282645	1.158434	1.333803
19.183763	15.510983	0.44841	2.58486
19.184239	11.25439	0.413055	1.107634
19.187955	11.384044	0.720672	0.672
19.194939	11.039556	1.021447	0.024361
19.195129	13.314526	-0.199374	-0.311825
19.196941	0.715819	-0.612041	-1.476936
19.198035	17.848115	1.314245	1.158104
19.198358	19.753735	-1.000542	0.122719
19.198414	3.277241	-0.562148	0.028448
19.199015	7.518458	0.184699	-0.481335
19.199301	4.918233	0.557238	-1.045511
19.201287	4.617876	-0.638064	-0.651519
19.21423	17.883048	0.611333	1.395529
19.216846	9.630352	1.075317	0.281785
19.218149	7.33867	-0.806005	0.952898
19.220093	11.627893	1.548787	-0.536324
19.220741	4.943228	0.593018	0.655777
19.221762	17.574868	0.076979	-0.377691
19.225467	15.305291	0.885269	0.232961
19.229535	3.136709	-0.991544	0.604392
19.230299	6.410752	0.958589	1.793348
19.232906	6.310314	0.0323	-2.124427
19.234266	5.306407	1.538075	0.505477
19.234692	13.394502	-1.631533	-0.295522
19.236619	10.445741	1.137996	0.692297
19.23777	0.707757	2.413326	0.575854
19.237895	5.249884	-0.838356	0.377459
19.237933	15.797871	0.101254	0.394056
19.244399	14.593202	-0.468169	-0.264333
19.247323	11.864083	0.533087	0.475972
19.248735	0.626182	-2.48299	0.770291
19.251904	9.83797	0.312521	2.312309
19.257535	7.938094	1.420676	-0.897573
19.258212	16.449425	1.695256	-0.526798
19.259681	5.845307	0.516482	0.768202
19.260372	18.985623	1.479694	1.406398
19.260553	12.773181	1.12565	-0.800745
19.261438	16.927067	-1.296767	1.221897
19.262578	16.36214	-0.86388	0.047318
19.267249	13.945978	-0.018888	0.462627
19.268816	9.844245	-0.436984	1.485661
19.273999	7.321872	0.297592	-0.770748
19.275321	12.005428	0.670003	1.483567
19.275916	18.394116	1.577581	0.261965
19.276597	5.064856	-0.876853	0.613277
19.277568	7.285855	1.310375	-0.433095
19.28203	0.082577	-0.878409	-1.318145
19.286034	19.158775	1.141492	0.482499
19.287318	3.496606	0.891171	-0.989511
19.28877	13.150852	1.604423	1.233004
19.289101	1.762399	-0.64751	1.222211
19.293017	6.212703	0.78076	0.488007
19.293919	11.750252	-0.112803	0.192546
19.296676	5.308194	-0.074577	-1.565545
19.301044	9.906676	-0.511397	2.325693
19.301198	10.413148	-1.54	-0.361127
19.305685	0.839853	1.573527	1.336829
19.307387	13.34541	-0.59138	0.51818
19.309646	2.568997	-1.579232	1.851713
19.314744	1.242215	1.407868	0.202447
19.318386	4.003015	0.697762	0.283223
19.318501	8.469082	0.843337	-0.310061
19.330817	8.017849	0.408371	1.436688
19.332142	5.781225	-0.263572	-0.588513
19.344748	8.544854	-0.686281	0.534356
19.346546	11.463528	-0.020094	0.59132
19.34855	15.391237	2.225395	0.610067
19.350061	7.318091	0.73952	-2.118532
19.351529	11.223449	-1.605548	0.976309
19.352481	2.040507	1.357389	-0.823297
19.353741	6.971456	-0.362837	0.649969
19.356326	6.574333	1.899633	-2.235634
19.357033	19.181601	3.067432	0.106118
19.357289	10.473942	2.075891	1.763135
19.361107	16.382762	1.434165	0.444354
19.362868	5.054126	-0.356275	0.096104
19.363458	5.717633	0.675407	0.264863
19.368811	13.650413	1.428351	-0.279333
19.369701	17.384526	1.835392	0.790688
19.373049	12.463675	0.003218	-0.155331
19.375758	18.347529	0.647964	1.560659
19.37657	16.223029	0.979222	1.870326
19.381628	5.067493	0.906401	-0.703333
19.382333	8.957878	-1.242415	1.605143
19.384267	8.575177	-0.18437	1.098329
19.385558	14.562025	0.467001	0.703155
19.388497	8.819038	1.913826	0.150773
19.391901	5.140617	2.999698	0.145491
19.393485	9.973214	1.29997	-0.82836
19.394978	15.257881	0.988107	1.150473
19.395099	6.779703	-0.151712	0.144701
19.395491	10.886139	0.41267	0.933763
19.395574	16.739668	1.832002	1.709172
19.4003	0.51624	1.620864	2.104995
19.401178	19.295052	-0.277828	0.820275
19.401686	7.567108	-0.844464	-0.218683
19.404465	14.439387	0.471669	0.094994
19.410471	2.756057	0.53224	0.65536
19.411411	5.168436	0.93117	0.058874
19.41144	3.417771	-0.960948	-1.412328
19.421251	10.23174	-1.295499	-0.409648
19.421618	10.122151	0.497961	0.072211
19.421926	2.000626	-0.790042	-0.442847
19.422778	7.041668	1.103149	1.445425
19.422908	2.794517	2.01676	-0.03775
19.423187	15.489464	0.217774	0.461009
19.424624	17.156594	-1.449591	0.215318
19.426417	6.5375	-0.50925	2.415952
19.429178	1.472421	0.006055	0.103061
19.434739	2.117962	0.578576	2.467063
19.436787	7.516398	0.339354	1.372384
19.437819	19.593258	1.0932	2.277808
19.440413	17.871532	-0.546578	0.489919
19.442481	12.276766	0.843413	0.010545
19.448062	6.837863	-0.068656	-0.839361
19.449915	14.933614	1.952709	0.250503
19.450266	7.779975	1.15738	1.52718
19.454387	7.053533	0.812917	-1.484364
19.455869	19.566756	1.891723	0.623992
19.456086	9.153508	0.276816	0.643829
19.457083	12.316303	-0.56635	0.909323
19.459127	10.783936	-0.274017	1.725491
19.460765	0.396553	1.137705	-0.569084
19.462919	6.246898	1.037207	0.897816
19.46385	14.048004	1.249411	1.384736
19.464881	14.101735	-0.475602	-0.181153
19.464929	14.036564	0.627854	2.560222
19.468386	5.883685	-1.963973	-0.388957
19.474537	8.416395	1.212585	-0.662684
19.474752	3.530462	-1.326235	0.343398
19.475712	8.519584	0.074642	1.165769
19.483455	18.237375	0.914763	0.943402
19.484116	9.216863	0.261081	0.345357
19.488986	13.490577	2.07077	-0.090386
19.492058	12.478991	1.059659	1.981573
19.49224	6.917498	-1.448076	0.929051
19.492934	4.903627	0.299379	-0.013276
19.49389	10.599625	0.647137	-1.093216
19.495035	18.642453	0.669544	0.899203
19.498496	8.339814	1.118286	0.123678
19.502188	19.299895	0.889448	0.71849
19.502988	6.017225	-0.022719	1.312036
19.505461	6.126358	-0.164904	-1.41786
19.506369	16.753309	0.684543	-0.696406
19.509362	3.335062	0.385832	1.725427
19.511181	4.1043	-0.15171	-0.209206
19.514527	12.481225	-1.384461	-2.114837
19.516743	10.102155	-0.652919	-1.271396
19.521358	6.408076	-0.230068	2.158029
19.525057	16.109909	0.929192	0.589722
19.52667	2.516864	-0.203069	-0.043219
19.537444	8.268802	-0.018401	1.689654
19.539306	3.004766	1.307141	1.1403
19.539458	3.988214	2.472581	-0.237955
19.540719	4.902647	-0.483848	1.610153
19.542333	4.489092	-1.197796	1.83608
19.544896	4.568558	0.402756	-0.816613
19.546314	19.533129	0.68442	1.665368
19.548306	6.894225	0.0659	3.316081
19.550294	2.14639	-0.462746	1.696465
19.550607	6.177667	0.422965	1.810589
19.551404	11.310476	-1.336529	1.156685
19.553235	18.503132	0.256081	1.026471
19.555986	2.234106	0.958296	1.347752
19.562457	2.442604	-0.001646	2.364559
19.563831	0.733028	0.956	3.53044
19.567131	13.208816	0.75576	1.157074
19.582515	5.438172	0.019607	0.438811
19.582939	3.275912	1.340689	-0.934756
19.584205	15.952938	1.784197	1.787399
